,dia,id_usuario,id_compra
120,2021-09-11,93,120
121,2021-10-24,93,121
122,2021-10-22,93,122
123,2021-09-08,95,123
124,2021-09-14,95,124
125,2021-09-09,95,125
126,2021-10-22,95,126
127,2021-09-28,95,127
128,2021-10-27,95,128
129,2021-11-07,95,129
130,2021-10-03,95,130
131,2021-10-11,95,131
132,2021-09-08,97,132
133,2021-09-08,102,133
134,2021-09-14,102,134
135,2021-09-12,102,135
136,2021-10-12,102,136
137,2021-09-20,102,137
138,2021-09-08,103,138
139,2021-09-10,103,139
140,2021-09-10,103,140
141,2021-09-28,103,141
142,2021-10-26,103,142
143,2021-10-17,103,143
144,2021-11-01,103,144
145,2021-09-08,105,145
146,2021-09-11,105,146
147,2021-09-08,106,147
148,2021-09-12,106,148
149,2021-09-08,111,149
150,2021-09-10,111,150
151,2021-11-09,111,151
152,2021-09-08,113,152
153,2021-09-11,113,153
154,2021-09-09,113,154
155,2021-10-16,113,155
156,2021-09-08,114,156
157,2021-09-09,114,157
158,2021-09-08,115,158
159,2021-09-11,115,159
160,2021-09-08,116,160
161,2021-09-10,116,161
162,2021-09-08,119,162
163,2021-09-09,119,163
164,2021-10-30,119,164
165,2021-09-16,119,165
166,2021-11-17,119,166
167,2021-09-25,119,167
168,2021-09-09,120,168
169,2021-10-17,120,169
170,2021-09-09,121,170
171,2021-11-28,121,171
172,2021-09-09,122,172
173,2021-09-09,126,173
174,2021-09-11,126,174
175,2021-11-07,126,175
176,2021-09-09,127,176
177,2021-09-11,127,177
178,2021-10-04,127,178
179,2021-10-08,127,179
180,2021-09-09,129,180
181,2021-09-10,129,181
182,2021-09-15,129,182
183,2021-09-09,131,183
184,2021-09-11,131,184
185,2021-09-17,131,185
186,2021-09-09,133,186
187,2021-09-13,133,187
188,2021-09-09,134,188
189,2021-09-11,134,189
190,2021-11-23,134,190
191,2021-09-17,134,191
192,2021-10-05,134,192
193,2021-12-05,134,193
194,2021-09-09,135,194
195,2021-09-10,135,195
196,2021-09-10,135,196
197,2021-10-10,135,197
198,2021-10-08,135,198
199,2021-12-06,135,199
200,2021-12-05,135,200
201,2021-10-22,135,201
202,2021-09-09,136,202
203,2021-10-04,136,203
204,2021-09-09,137,204
205,2021-09-13,137,205
206,2021-09-11,137,206
207,2021-09-18,137,207
208,2021-10-09,137,208
209,2021-09-09,141,209
210,2021-09-14,141,210
211,2021-09-09,144,211
212,2021-11-14,144,212
213,2021-10-21,144,213
214,2021-11-15,144,214
215,2021-09-16,144,215
216,2021-09-09,145,216
217,2021-09-13,145,217
218,2021-09-09,146,218
219,2021-09-10,148,219
220,2021-09-10,151,220
221,2021-09-15,151,221
222,2021-10-09,151,222
223,2021-12-08,151,223
224,2021-11-22,151,224
225,2021-10-04,151,225
226,2021-09-10,152,226
227,2021-09-15,152,227
228,2021-11-21,152,228
229,2021-09-10,155,229
230,2021-09-17,155,230
231,2021-09-10,158,231
232,2021-09-15,158,232
233,2021-10-20,158,233
234,2021-09-10,162,234
235,2021-09-17,162,235
236,2021-09-10,163,236
237,2021-09-13,163,237
238,2021-09-10,164,238
239,2021-09-12,164,239
240,2021-09-10,167,240
241,2021-09-13,167,241
242,2021-09-13,167,242
243,2021-11-02,167,243
244,2021-09-10,170,244
245,2021-09-10,172,245
246,2021-09-13,172,246
247,2021-09-12,172,247
248,2021-09-10,173,248
249,2021-11-04,173,249
250,2021-12-08,173,250
251,2021-09-10,174,251
252,2021-12-04,174,252
253,2021-12-04,174,253
254,2021-09-30,174,254
255,2021-11-06,174,255
256,2021-09-10,175,256
257,2021-11-16,175,257
258,2021-09-11,177,258
259,2021-09-16,177,259
260,2021-09-17,177,260
261,2021-12-08,177,261
262,2021-09-11,179,262
263,2021-09-11,180,263
264,2021-09-15,180,264
265,2021-09-17,180,265
266,2021-09-11,184,266
267,2021-09-13,184,267
268,2021-09-11,185,268
269,2021-09-15,185,269
270,2021-09-30,185,270
271,2021-09-11,191,271
272,2021-09-14,191,272
273,2021-10-17,191,273
274,2021-12-09,191,274
275,2021-09-11,192,275
276,2021-10-09,192,276
277,2021-09-11,193,277
278,2021-09-12,193,278
279,2021-11-19,193,279
280,2021-10-21,193,280
281,2021-09-11,197,281
282,2021-09-11,199,282
283,2021-09-11,202,283
284,2021-09-11,204,284
285,2021-09-14,204,285
286,2021-09-11,205,286
287,2021-09-11,207,287
288,2021-09-11,208,288
289,2021-09-17,208,289
290,2021-09-14,208,290
291,2021-09-11,209,291
292,2021-09-13,209,292
293,2021-09-15,209,293
294,2021-10-16,209,294
295,2021-10-17,209,295
296,2021-11-17,209,296
297,2021-11-12,209,297
298,2021-09-29,209,298
299,2021-09-12,211,299
300,2021-11-26,211,300
301,2021-09-12,214,301
302,2021-11-06,214,302
303,2021-09-12,215,303
304,2021-09-15,215,304
305,2021-09-14,215,305
306,2021-09-12,216,306
307,2021-09-14,216,307
308,2021-09-18,216,308
309,2021-11-22,216,309
310,2021-11-18,216,310
311,2021-09-12,217,311
312,2021-09-15,217,312
313,2021-10-31,217,313
314,2021-11-19,217,314
315,2021-09-12,218,315
316,2021-09-16,218,316
317,2021-10-25,218,317
318,2021-09-12,220,318
319,2021-09-19,220,319
320,2021-09-18,220,320
321,2021-09-12,221,321
322,2021-09-14,221,322
323,2021-09-18,221,323
324,2021-09-23,221,324
325,2021-09-12,225,325
326,2021-09-18,225,326
327,2021-09-12,226,327
328,2021-09-16,226,328
329,2021-09-12,229,329
330,2021-09-14,229,330
331,2021-11-10,229,331
332,2021-09-19,229,332
333,2021-11-06,229,333
334,2021-09-12,231,334
335,2021-09-12,233,335
336,2021-11-15,233,336
337,2021-11-07,233,337
338,2021-09-24,233,338
339,2021-12-02,233,339
340,2021-09-12,234,340
341,2021-09-19,234,341
342,2021-09-17,234,342
343,2021-10-20,234,343
344,2021-09-12,236,344
345,2021-09-17,236,345
346,2021-09-17,236,346
347,2021-09-12,237,347
348,2021-09-17,237,348
349,2021-09-17,237,349
350,2021-09-12,244,350
351,2021-09-17,244,351
352,2021-09-12,246,352
353,2021-09-20,246,353
354,2021-10-24,246,354
355,2021-09-30,246,355
356,2021-09-29,246,356
357,2021-10-11,246,357
358,2021-09-12,247,358
359,2021-09-19,247,359
360,2021-09-15,247,360
361,2021-09-12,250,361
362,2021-09-19,250,362
363,2021-09-12,251,363
364,2021-09-19,251,364
365,2021-09-14,251,365
366,2021-09-13,253,366
367,2021-09-16,253,367
368,2021-09-13,254,368
369,2021-09-13,256,369
370,2021-10-10,256,370
371,2021-09-13,258,371
372,2021-10-11,258,372
373,2021-09-13,259,373
374,2021-09-14,259,374
375,2021-09-19,259,375
376,2021-10-23,259,376
377,2021-09-13,264,377
378,2021-09-16,264,378
379,2021-09-19,264,379
380,2021-09-13,265,380
381,2021-10-27,265,381
382,2021-12-03,265,382
383,2021-09-13,267,383
384,2021-10-07,267,384
385,2021-10-28,267,385
386,2021-09-13,268,386
387,2021-10-03,268,387
388,2021-12-08,268,388
389,2021-10-24,268,389
390,2021-12-06,268,390
391,2021-09-13,269,391
392,2021-09-14,269,392
393,2021-09-19,269,393
394,2021-10-13,269,394
395,2021-09-13,270,395
396,2021-12-06,270,396
397,2021-09-13,271,397
398,2021-09-20,271,398
399,2021-09-14,271,399
400,2021-09-13,272,400
401,2021-09-14,272,401
402,2021-09-18,272,402
403,2021-11-12,272,403
404,2021-09-13,274,404
405,2021-09-16,274,405
406,2021-11-24,274,406
407,2021-09-13,276,407
408,2021-09-19,276,408
409,2021-10-18,276,409
410,2021-09-23,276,410
411,2021-11-30,276,411
412,2021-09-27,276,412
413,2021-09-13,279,413
414,2021-09-21,279,414
415,2021-09-13,282,415
416,2021-09-18,282,416
417,2021-09-13,283,417
418,2021-09-17,283,418
419,2021-11-29,283,419
420,2021-10-08,283,420
421,2021-09-13,287,421
422,2021-09-20,287,422
423,2021-09-19,287,423
424,2021-11-05,287,424
425,2021-09-13,290,425
426,2021-09-14,290,426
427,2021-09-16,290,427
428,2021-11-20,290,428
429,2021-12-12,290,429
430,2021-09-13,293,430
431,2021-09-18,293,431
432,2021-10-30,293,432
433,2021-09-14,295,433
434,2021-09-16,295,434
435,2021-12-05,295,435
436,2021-11-03,295,436
437,2021-10-22,295,437
438,2021-09-14,297,438
439,2021-09-19,297,439
440,2021-10-17,297,440
441,2021-11-25,297,441
442,2021-09-14,301,442
443,2021-09-20,301,443
444,2021-09-27,301,444
445,2021-09-14,302,445
446,2021-09-16,302,446
447,2021-09-14,304,447
448,2021-09-14,306,448
449,2021-09-16,306,449
450,2021-09-14,307,450
451,2021-09-14,310,451
452,2021-09-20,310,452
453,2021-09-20,310,453
454,2021-09-14,313,454
455,2021-09-16,313,455
456,2021-10-20,313,456
457,2021-09-14,314,457
458,2021-09-17,314,458
459,2021-09-18,314,459
460,2021-09-14,318,460
461,2021-09-19,318,461
462,2021-11-30,318,462
463,2021-09-14,319,463
464,2021-09-18,319,464
465,2021-09-18,319,465
466,2021-10-06,319,466
467,2021-09-14,323,467
468,2021-09-14,327,468
469,2021-09-20,327,469
470,2021-10-17,327,470
471,2021-09-14,330,471
472,2021-09-21,330,472
473,2021-09-14,332,473
474,2021-10-21,332,474
475,2021-09-14,333,475
476,2021-09-20,333,476
477,2021-09-16,333,477
478,2021-11-10,333,478
479,2021-09-14,334,479
480,2021-09-17,334,480
481,2021-10-24,334,481
482,2021-09-15,335,482
483,2021-09-21,335,483
484,2021-10-03,335,484
485,2021-12-05,335,485
486,2021-10-22,335,486
487,2021-12-14,335,487
488,2021-09-15,339,488
489,2021-09-16,339,489
490,2021-11-03,339,490
491,2021-09-15,340,491
492,2021-09-17,340,492
493,2021-09-18,340,493
494,2021-12-01,340,494
495,2021-12-03,340,495
496,2021-09-15,341,496
497,2021-10-10,341,497
498,2021-09-15,343,498
499,2021-09-15,344,499
500,2021-09-20,344,500
501,2021-10-26,344,501
502,2021-11-04,344,502
503,2021-09-15,345,503
504,2021-09-17,345,504
505,2021-09-21,345,505
506,2021-11-17,345,506
507,2021-11-16,345,507
508,2021-09-15,347,508
509,2021-09-22,347,509
510,2021-09-19,347,510
511,2021-09-15,348,511
512,2021-09-21,348,512
513,2021-09-16,348,513
514,2021-10-17,348,514
515,2021-09-15,349,515
516,2021-09-16,349,516
517,2021-10-18,349,517
518,2021-09-15,351,518
519,2021-10-13,351,519
520,2021-09-15,352,520
521,2021-09-15,355,521
522,2021-09-20,355,522
523,2021-09-19,355,523
524,2021-09-15,356,524
525,2021-09-22,356,525
526,2021-09-18,356,526
527,2021-12-13,356,527
528,2021-09-15,360,528
529,2021-09-19,360,529
530,2021-09-15,361,530
531,2021-09-21,361,531
532,2021-09-16,361,532
533,2021-11-04,361,533
534,2021-11-18,361,534
535,2021-09-15,362,535
536,2021-09-19,362,536
537,2021-12-12,362,537
538,2021-09-15,363,538
539,2021-09-22,363,539
540,2021-09-15,368,540
541,2021-09-17,368,541
542,2021-09-19,368,542
543,2021-10-31,368,543
544,2021-09-15,371,544
545,2021-09-22,371,545
546,2021-09-16,371,546
547,2021-12-12,371,547
548,2021-09-15,372,548
549,2021-09-16,372,549
550,2021-09-16,380,550
551,2021-09-22,380,551
552,2021-09-16,381,552
553,2021-09-21,381,553
554,2021-09-22,381,554
555,2021-12-01,381,555
556,2021-12-04,381,556
557,2021-10-29,381,557
558,2021-09-16,383,558
559,2021-11-23,383,559
560,2021-09-28,383,560
561,2021-09-16,385,561
562,2021-10-07,385,562
563,2021-11-13,385,563
564,2021-11-07,385,564
565,2021-11-12,385,565
566,2021-10-27,385,566
567,2021-10-27,385,567
568,2021-09-16,387,568
569,2021-09-18,387,569
570,2021-09-16,394,570
571,2021-09-17,394,571
572,2021-10-22,394,572
573,2021-10-17,394,573
574,2021-09-16,396,574
575,2021-09-22,396,575
576,2021-09-18,396,576
577,2021-09-16,397,577
578,2021-09-22,397,578
579,2021-09-17,397,579
580,2021-09-16,398,580
581,2021-09-21,398,581
582,2021-09-19,398,582
583,2021-12-03,398,583
584,2021-09-16,400,584
585,2021-09-21,400,585
586,2021-09-16,403,586
587,2021-11-20,403,587
588,2021-10-12,403,588
589,2021-11-05,403,589
590,2021-10-26,403,590
591,2021-09-16,408,591
592,2021-09-20,408,592
593,2021-09-19,408,593
594,2021-09-16,409,594
595,2021-10-07,409,595
596,2021-11-08,409,596
597,2021-11-22,409,597
598,2021-10-20,409,598
599,2021-11-24,409,599
600,2021-09-16,410,600
601,2021-09-16,411,601
602,2021-09-18,411,602
603,2021-10-21,411,603
604,2021-09-16,412,604
605,2021-09-18,412,605
606,2021-09-16,413,606
607,2021-09-23,413,607
608,2021-09-16,416,608
609,2021-09-20,416,609
610,2021-09-16,421,610
611,2021-09-23,421,611
612,2021-10-26,421,612
613,2021-09-16,423,613
614,2021-09-18,423,614
615,2021-09-16,424,615
616,2021-09-16,427,616
617,2021-09-19,427,617
618,2021-09-18,427,618
619,2021-10-15,427,619
620,2021-09-16,428,620
621,2021-09-20,428,621
622,2021-10-10,428,622
623,2021-09-25,428,623
624,2021-09-17,432,624
625,2021-09-19,432,625
626,2021-09-23,432,626
627,2021-09-17,434,627
628,2021-09-24,434,628
629,2021-11-05,434,629
630,2021-10-29,434,630
631,2021-10-10,434,631
632,2021-09-17,445,632
633,2021-09-19,445,633
634,2021-09-17,446,634
635,2021-10-06,446,635
636,2021-09-17,447,636
637,2021-09-22,447,637
638,2021-09-17,449,638
639,2021-12-10,449,639
640,2021-11-12,449,640
641,2021-09-17,450,641
642,2021-09-19,450,642
643,2021-09-23,450,643
644,2021-09-17,451,644
645,2021-09-24,451,645
646,2021-11-01,451,646
647,2021-09-17,457,647
648,2021-09-19,457,648
649,2021-09-17,459,649
650,2021-09-20,459,650
651,2021-09-24,459,651
652,2021-09-25,459,652
653,2021-11-06,459,653
654,2021-09-17,462,654
655,2021-09-22,462,655
656,2021-09-24,462,656
657,2021-10-04,462,657
658,2021-09-17,464,658
659,2021-12-08,464,659
660,2021-10-27,464,660
661,2021-10-03,464,661
662,2021-10-18,464,662
663,2021-09-17,465,663
664,2021-09-24,465,664
665,2021-12-16,465,665
666,2021-09-17,467,666
667,2021-09-24,467,667
668,2021-09-17,469,668
669,2021-09-22,469,669
670,2021-09-17,470,670
671,2021-09-17,472,671
672,2021-10-07,472,672
673,2021-11-14,472,673
674,2021-11-03,472,674
675,2021-09-17,474,675
676,2021-09-21,474,676
677,2021-09-17,476,677
678,2021-11-16,476,678
679,2021-10-08,476,679
680,2021-11-15,476,680
681,2021-09-17,479,681
682,2021-09-18,479,682
683,2021-09-19,479,683
684,2021-09-17,481,684
685,2021-09-17,483,685
686,2021-09-19,483,686
687,2021-09-18,484,687
688,2021-10-31,484,688
689,2021-09-18,486,689
690,2021-11-14,486,690
691,2021-09-18,489,691
692,2021-09-21,489,692
693,2021-09-21,489,693
694,2021-09-18,491,694
695,2021-09-19,491,695
696,2021-09-18,492,696
697,2021-09-21,492,697
698,2021-09-19,492,698
699,2021-10-17,492,699
700,2021-10-24,492,700
701,2021-12-14,492,701
702,2021-09-28,492,702
703,2021-09-18,493,703
704,2021-09-24,493,704
705,2021-09-23,493,705
706,2021-11-29,493,706
707,2021-12-10,493,707
708,2021-09-18,496,708
709,2021-09-24,496,709
710,2021-09-21,496,710
711,2021-11-07,496,711
712,2021-10-03,496,712
713,2021-09-18,497,713
714,2021-09-21,497,714
715,2021-09-24,497,715
716,2021-12-14,497,716
717,2021-09-18,502,717
718,2021-09-19,502,718
719,2021-09-24,502,719
720,2021-09-18,504,720
721,2021-10-01,504,721
722,2021-10-23,504,722
723,2021-12-06,504,723
724,2021-09-18,511,724
725,2021-12-15,511,725
726,2021-11-30,511,726
727,2021-11-02,511,727
728,2021-11-15,511,728
729,2021-12-07,511,729
730,2021-09-18,512,730
731,2021-09-21,512,731
732,2021-09-23,512,732
733,2021-11-07,512,733
734,2021-09-18,516,734
735,2021-09-20,516,735
736,2021-09-20,516,736
737,2021-09-18,518,737
738,2021-09-18,519,738
739,2021-09-24,519,739
740,2021-09-22,519,740
741,2021-09-18,522,741
742,2021-09-21,522,742
743,2021-09-19,522,743
744,2021-09-18,526,744
745,2021-09-18,529,745
746,2021-09-18,530,746
747,2021-12-05,530,747
748,2021-09-18,532,748
749,2021-09-22,532,749
750,2021-10-24,532,750
751,2021-09-18,534,751
752,2021-09-19,534,752
753,2021-09-25,534,753
754,2021-12-03,534,754
755,2021-11-21,534,755
756,2021-09-18,535,756
757,2021-09-19,535,757
758,2021-11-06,535,758
759,2021-10-14,535,759
760,2021-12-04,535,760
761,2021-09-27,535,761
762,2021-09-19,538,762
763,2021-09-25,538,763
764,2021-09-23,538,764
765,2021-09-19,543,765
766,2021-09-21,543,766
767,2021-09-19,546,767
768,2021-09-22,546,768
769,2021-09-21,546,769
770,2021-12-10,546,770
771,2021-09-19,547,771
772,2021-09-22,547,772
773,2021-09-19,548,773
774,2021-09-23,548,774
775,2021-09-22,548,775
776,2021-09-19,549,776
777,2021-09-21,549,777
778,2021-09-26,549,778
779,2021-09-19,554,779
780,2021-09-21,554,780
781,2021-12-07,554,781
782,2021-09-19,556,782
783,2021-09-23,556,783
784,2021-10-26,556,784
785,2021-11-23,556,785
786,2021-12-02,556,786
787,2021-11-04,556,787
788,2021-09-19,557,788
789,2021-12-10,557,789
790,2021-10-28,557,790
791,2021-10-19,557,791
792,2021-09-19,559,792
793,2021-09-24,559,793
794,2021-09-23,559,794
795,2021-10-25,559,795
796,2021-10-06,559,796
797,2021-11-09,559,797
798,2021-09-29,559,798
799,2021-09-19,560,799
800,2021-09-24,560,800
801,2021-09-25,560,801
802,2021-09-19,569,802
803,2021-09-22,569,803
804,2021-09-20,569,804
805,2021-10-25,569,805
806,2021-10-02,569,806
807,2021-09-19,572,807
808,2021-09-19,574,808
809,2021-09-19,577,809
810,2021-09-19,578,810
811,2021-09-23,578,811
812,2021-10-20,578,812
813,2021-10-23,578,813
814,2021-09-19,580,814
815,2021-09-25,580,815
816,2021-09-19,582,816
817,2021-09-25,582,817
818,2021-09-19,583,818
819,2021-09-25,583,819
820,2021-10-31,583,820
821,2021-09-19,587,821
822,2021-09-19,589,822
823,2021-09-19,590,823
824,2021-09-19,591,824
825,2021-09-30,591,825
826,2021-11-28,591,826
827,2021-12-09,591,827
828,2021-09-19,592,828
829,2021-09-21,592,829
830,2021-09-26,592,830
831,2021-09-19,593,831
832,2021-09-21,593,832
833,2021-10-16,593,833
834,2021-11-24,593,834
835,2021-10-04,593,835
836,2021-09-19,595,836
837,2021-09-21,595,837
838,2021-11-19,595,838
839,2021-09-20,600,839
840,2021-09-27,600,840
841,2021-09-20,603,841
842,2021-09-27,603,842
843,2021-09-20,604,843
844,2021-12-01,604,844
845,2021-09-20,605,845
846,2021-09-21,605,846
847,2021-09-27,605,847
848,2021-10-04,605,848
849,2021-12-12,605,849
850,2021-11-24,605,850
851,2021-11-21,605,851
852,2021-09-20,606,852
853,2021-09-20,607,853
854,2021-09-23,607,854
855,2021-09-26,607,855
856,2021-09-20,609,856
857,2021-09-26,609,857
858,2021-09-20,612,858
859,2021-12-16,612,859
860,2021-09-20,613,860
861,2021-09-22,613,861
862,2021-12-12,613,862
863,2021-09-20,614,863
864,2021-09-20,617,864
865,2021-11-04,617,865
866,2021-10-02,617,866
867,2021-09-28,617,867
868,2021-11-19,617,868
869,2021-11-30,617,869
870,2021-09-20,618,870
871,2021-09-23,618,871
872,2021-09-20,621,872
873,2021-09-20,623,873
874,2021-09-23,623,874
875,2021-09-22,623,875
876,2021-09-20,625,876
877,2021-09-26,625,877
878,2021-09-20,627,878
879,2021-09-26,627,879
880,2021-09-22,627,880
881,2021-12-16,627,881
882,2021-09-20,628,882
883,2021-09-25,628,883
884,2021-09-20,630,884
885,2021-09-21,630,885
886,2021-09-23,630,886
887,2021-11-12,630,887
888,2021-12-08,630,888
889,2021-09-20,631,889
890,2021-09-26,631,890
891,2021-09-22,631,891
892,2021-09-20,634,892
893,2021-09-22,634,893
894,2021-09-22,634,894
895,2021-09-20,639,895
896,2021-09-21,639,896
897,2021-09-26,639,897
898,2021-09-20,640,898
899,2021-09-26,640,899
900,2021-12-15,640,900
901,2021-10-28,640,901
902,2021-10-05,640,902
903,2021-11-20,640,903
904,2021-10-16,640,904
905,2021-09-20,642,905
906,2021-09-26,642,906
907,2021-09-20,645,907
908,2021-10-26,645,908
909,2021-09-20,648,909
910,2021-09-23,648,910
911,2021-09-20,650,911
912,2021-12-15,650,912
913,2021-11-30,650,913
914,2021-11-25,650,914
915,2021-11-30,650,915
916,2021-11-10,650,916
917,2021-09-20,651,917
918,2021-09-20,652,918
919,2021-09-26,652,919
920,2021-09-27,652,920
921,2021-09-20,653,921
922,2021-09-25,653,922
923,2021-09-22,653,923
924,2021-11-09,653,924
925,2021-09-20,657,925
926,2021-09-22,657,926
927,2021-09-26,657,927
928,2021-12-17,657,928
929,2021-11-24,657,929
930,2021-10-06,657,930
931,2021-09-20,658,931
932,2021-09-23,658,932
933,2021-09-22,658,933
934,2021-12-06,658,934
935,2021-09-21,660,935
936,2021-10-10,660,936
937,2021-09-21,661,937
938,2021-09-22,661,938
939,2021-09-26,661,939
940,2021-10-22,661,940
941,2021-09-21,662,941
942,2021-09-24,662,942
943,2021-10-03,662,943
944,2021-09-21,663,944
945,2021-09-27,663,945
946,2021-09-23,663,946
947,2021-10-23,663,947
948,2021-10-17,663,948
949,2021-12-16,663,949
950,2021-12-15,663,950
951,2021-11-29,663,951
952,2021-11-12,663,952
953,2021-09-21,664,953
954,2021-09-22,664,954
955,2021-11-21,664,955
956,2021-10-12,664,956
957,2021-11-05,664,957
958,2021-10-08,664,958
959,2021-09-21,665,959
960,2021-09-26,665,960
961,2021-09-25,665,961
962,2021-09-21,667,962
963,2021-09-27,667,963
964,2021-11-20,667,964
965,2021-10-31,667,965
966,2021-09-21,668,966
967,2021-09-27,668,967
968,2021-09-28,668,968
969,2021-11-10,668,969
970,2021-09-21,670,970
971,2021-09-26,670,971
972,2021-09-21,673,972
973,2021-09-24,673,973
974,2021-09-21,675,974
975,2021-09-26,675,975
976,2021-09-27,675,976
977,2021-10-22,675,977
978,2021-09-21,676,978
979,2021-09-21,680,979
980,2021-09-23,680,980
981,2021-11-17,680,981
982,2021-09-21,681,982
983,2021-09-28,681,983
984,2021-09-21,683,984
985,2021-09-24,683,985
986,2021-09-22,683,986
987,2021-09-30,683,987
988,2021-09-21,686,988
989,2021-11-26,686,989
990,2021-12-06,686,990
991,2021-09-21,687,991
992,2021-09-22,687,992
993,2021-11-05,687,993
994,2021-09-21,690,994
995,2021-11-29,690,995
996,2021-09-21,691,996
997,2021-09-28,691,997
998,2021-09-28,691,998
999,2021-09-21,692,999
1000,2021-09-28,692,1000
1001,2021-09-25,692,1001
1002,2021-12-10,692,1002
1003,2021-11-28,692,1003
1004,2021-10-04,692,1004
1005,2021-09-21,698,1005
1006,2021-09-26,698,1006
1007,2021-09-21,703,1007
1008,2021-09-26,703,1008
1009,2021-09-28,703,1009
1010,2021-10-23,703,1010
1011,2021-09-21,704,1011
1012,2021-09-30,704,1012
1013,2021-11-21,704,1013
1014,2021-11-06,704,1014
1015,2021-12-10,704,1015
1016,2021-09-21,707,1016
1017,2021-09-21,708,1017
1018,2021-09-26,708,1018
1019,2021-09-21,709,1019
1020,2021-09-23,709,1020
1021,2021-09-22,709,1021
1022,2021-09-21,710,1022
1023,2021-09-24,710,1023
1024,2021-10-26,710,1024
1025,2021-09-21,712,1025
1026,2021-09-21,713,1026
1027,2021-11-30,713,1027
1028,2021-12-16,713,1028
1029,2021-10-14,713,1029
1030,2021-09-21,715,1030
1031,2021-09-27,715,1031
1032,2021-11-14,715,1032
1033,2021-09-21,716,1033
1034,2021-09-24,716,1034
1035,2021-09-22,716,1035
1036,2021-12-15,716,1036
1037,2021-09-30,716,1037
1038,2021-10-24,716,1038
1039,2021-09-21,717,1039
1040,2021-09-22,717,1040
1041,2021-09-22,717,1041
1042,2021-09-21,721,1042
1043,2021-09-28,721,1043
1044,2021-09-28,721,1044
1045,2021-11-11,721,1045
1046,2021-09-22,726,1046
1047,2021-09-24,726,1047
1048,2021-09-29,726,1048
1049,2021-12-02,726,1049
1050,2021-09-22,727,1050
1051,2021-09-29,727,1051
1052,2021-09-22,728,1052
1053,2021-09-22,731,1053
1054,2021-09-29,731,1054
1055,2021-09-26,731,1055
1056,2021-11-07,731,1056
1057,2021-11-22,731,1057
1058,2021-09-22,732,1058
1059,2021-09-28,732,1059
1060,2021-09-27,732,1060
1061,2021-10-27,732,1061
1062,2021-12-13,732,1062
1063,2021-10-13,732,1063
