,id_compra,id_producto,cantidad
588,477,2,3
589,478,1,1
590,479,2,1
591,480,2,1
592,481,0,1
593,482,0,1
594,482,1,2
595,482,2,1
596,483,0,1
597,484,2,2
598,485,0,2
599,486,2,1
600,486,1,1
601,487,0,1
602,487,2,1
603,488,2,2
604,489,0,1
605,490,1,3
606,491,0,1
607,491,2,1
608,492,1,1
609,493,1,1
610,493,2,3
611,494,2,2
612,495,0,2
613,496,1,2
614,497,1,1
615,498,0,1
616,499,0,2
617,499,1,4
618,500,2,1
619,501,2,1
620,501,0,1
621,502,2,1
622,503,2,2
623,504,0,3
624,505,1,1
625,506,1,2
626,507,2,2
627,508,0,1
628,509,2,2
629,509,0,4
630,510,1,1
631,510,2,1
632,511,2,1
633,512,0,1
634,513,1,2
635,514,2,2
636,515,1,1
637,516,0,1
638,517,2,1
639,518,0,1
640,518,2,1
641,519,1,3
642,520,2,1
643,520,0,2
644,521,2,3
645,522,0,2
646,523,2,1
647,524,1,2
648,525,2,3
649,525,1,2
650,526,0,1
651,526,1,1
652,527,1,2
653,528,2,2
654,528,0,1
655,529,1,3
656,529,0,2
657,529,2,1
658,530,2,1
659,531,2,2
660,531,0,2
661,532,2,1
662,533,0,1
663,533,1,2
664,534,0,2
665,535,1,3
666,536,2,1
667,537,0,4
668,538,2,2
669,538,1,2
670,539,1,1
671,540,0,1
672,540,2,1
673,541,2,3
674,542,1,2
675,543,0,1
676,544,1,2
677,544,0,2
678,545,1,2
679,546,0,2
680,547,1,1
681,548,0,1
682,549,0,2
683,550,0,1
684,551,2,3
685,552,2,3
686,552,0,1
687,553,0,1
688,554,1,2
689,554,2,2
690,555,0,2
691,556,0,1
692,556,1,2
693,557,0,2
694,558,2,1
695,558,0,1
696,559,1,1
697,559,0,2
698,560,2,2
699,561,1,2
700,562,1,1
701,563,1,1
702,563,2,2
703,564,0,2
704,565,2,3
705,566,1,1
706,566,2,1
707,567,1,1
708,567,0,3
709,568,0,1
710,569,1,1
711,569,2,2
712,570,1,2
713,571,1,1
714,571,0,2
715,572,2,2
716,573,1,4
717,574,2,3
718,575,1,1
719,575,2,1
720,576,1,1
721,576,0,1
722,577,1,3
723,578,1,4
724,579,1,2
725,580,1,1
726,581,1,1
727,582,2,3
728,582,0,1
729,583,2,2
730,584,2,2
731,585,2,4
732,586,0,1
733,587,1,1
734,588,1,2
735,589,0,1
736,589,2,2
737,590,1,1
738,591,0,1
739,592,2,1
740,593,1,2
741,594,0,2
742,595,2,2
743,596,2,1
744,597,2,2
745,598,1,3
746,599,1,4
747,600,1,1
748,601,1,2
749,602,0,3
750,603,0,1
751,604,0,2
752,604,2,1
753,605,2,2
754,606,1,2
755,607,0,1
756,607,2,2
757,608,0,1
758,608,2,2
759,608,1,1
760,609,2,1
761,609,0,1
762,610,0,2
763,610,2,3
764,611,2,1
765,612,0,1
766,612,2,2
767,613,1,2
768,613,0,1
769,614,0,1
770,615,1,1
771,616,1,4
772,616,2,4
773,617,0,2
774,617,1,1
775,618,1,1
776,619,1,1
777,620,1,3
778,620,0,2
779,621,2,1
780,622,2,1
781,623,0,1
782,623,1,1
783,624,0,3
784,624,2,2
785,625,1,1
786,626,0,3
787,627,1,2
788,627,2,2
789,628,1,2
790,629,1,2
791,630,0,1
792,630,1,3
793,631,1,1
794,631,0,1
795,632,1,1
796,633,2,1
797,634,0,2
798,635,2,1
799,635,0,1
800,636,0,2
801,636,2,3
802,637,1,1
803,638,1,1
804,638,2,3
805,639,0,2
806,640,1,1
807,640,0,2
808,641,2,1
809,642,2,1
810,643,1,1
811,644,0,2
812,645,1,1
813,646,1,1
814,647,2,3
815,647,1,1
816,648,2,2
817,648,0,1
818,649,0,1
819,649,1,2
820,650,1,1
821,651,0,3
822,652,2,2
823,653,1,2
824,654,0,2
825,654,1,2
826,655,1,1
827,655,2,1
828,656,1,1
829,657,2,1
830,658,0,1
831,659,1,1
832,660,1,1
833,661,2,1
834,662,2,4
835,663,0,1
836,664,2,1
837,665,2,1
838,666,1,1
839,667,0,2
840,667,2,2
841,668,0,3
842,669,0,2
843,670,2,1
844,671,2,1
845,672,1,1
846,673,0,2
847,674,2,3
848,675,0,1
849,676,2,1
850,676,0,1
851,677,0,2
852,678,1,1
853,679,0,4
854,680,0,2
855,680,2,3
856,681,2,1
857,682,0,1
858,683,1,1
859,684,1,1
860,685,0,3
861,685,2,1
862,686,2,1
863,687,2,2
864,688,0,2
865,689,2,2
866,690,2,1
867,691,0,1
868,691,2,3
869,692,0,1
870,693,0,2
871,693,1,4
872,694,1,1
873,695,1,1
874,695,2,2
875,696,1,4
876,697,1,1
877,698,1,1
878,699,1,1
879,700,1,1
880,701,2,2
881,702,1,1
882,703,0,1
883,704,2,1
884,705,1,2
885,706,0,3
886,707,1,1
887,708,0,1
888,709,2,1
889,709,1,4
890,710,0,1
891,710,2,1
892,710,1,2
893,711,1,2
894,712,0,3
895,712,2,1
896,713,1,2
897,714,1,1
898,715,0,1
899,716,1,2
900,717,0,2
901,718,2,1
902,718,1,3
903,719,0,2
904,719,1,1
905,720,0,1
906,721,0,2
907,722,1,1
908,723,2,2
909,724,1,3
910,725,2,2
911,726,2,1
912,727,2,2
913,728,1,1
914,729,1,1
915,730,1,1
916,730,2,2
917,731,0,3
918,732,1,2
919,732,2,1
920,733,0,1
921,733,2,2
922,734,1,1
923,735,1,2
924,736,2,2
925,736,1,3
926,737,2,2
927,738,1,2
928,739,2,1
929,740,1,2
930,741,1,2
931,742,1,2
932,743,1,2
933,744,1,2
934,745,2,2
935,745,1,1
936,746,1,1
937,747,0,2
938,748,0,2
939,749,1,2
940,750,1,1
941,751,2,1
942,752,0,1
943,753,0,2
944,753,2,1
945,754,0,3
946,755,0,1
947,756,2,2
948,756,0,2
949,757,0,1
950,758,0,1
951,758,2,1
952,759,0,1
953,760,1,3
954,761,1,2
955,762,2,1
956,763,0,2
957,764,2,2
958,765,1,3
959,766,1,3
960,767,1,1
961,768,1,1
962,768,0,1
963,769,2,3
964,770,0,1
965,771,0,1
966,772,1,1
967,773,1,4
968,774,0,2
969,775,1,1
970,776,0,2
971,777,1,1
972,778,1,2
973,778,2,2
974,779,0,1
975,779,2,1
976,780,2,2
977,780,0,1
978,781,1,4
979,781,2,4
980,782,0,2
981,783,2,2
982,784,0,3
983,784,1,1
984,785,0,3
985,786,0,3
986,787,0,1
987,788,1,1
988,789,0,1
989,790,1,2
990,791,2,2
991,792,0,2
992,793,0,1
993,793,2,2
994,794,1,4
995,795,1,3
996,796,2,2
997,797,0,1
998,797,1,2
999,798,2,2
1000,799,0,1
1001,800,1,1
1002,801,0,2
1003,802,0,1
1004,803,2,1
1005,804,2,2
1006,804,1,2
1007,805,2,1
1008,806,1,1
1009,807,0,2
1010,808,1,1
1011,809,1,1
1012,810,0,2
1013,811,1,4
1014,812,2,3
1015,813,1,2
1016,814,2,1
1017,815,0,2
1018,815,1,2
1019,816,0,2
1020,817,2,1
1021,818,1,2
1022,819,0,2
1023,820,1,1
1024,820,0,1
1025,821,0,2
1026,822,1,2
1027,822,0,1
1028,823,0,1
1029,824,2,2
1030,825,0,2
1031,826,0,1
1032,826,1,2
1033,827,2,3
1034,828,0,1
1035,828,2,2
1036,829,0,2
1037,830,1,3
1038,831,0,2
1039,831,1,1
1040,832,1,1
1041,833,1,1
1042,834,1,1
1043,835,1,4
1044,836,1,1
1045,837,0,1
1046,838,2,3
1047,839,2,1
1048,840,0,4
1049,840,1,1
1050,840,2,1
1051,841,1,1
1052,842,0,1
1053,843,1,1
1054,844,1,2
1055,845,1,3
1056,845,0,1
1057,846,2,1
1058,847,1,2
1059,847,0,2
1060,848,0,2
1061,849,0,1
1062,850,1,1
1063,851,0,1
1064,851,2,3
1065,852,0,1
1066,853,1,2
1067,854,0,1
1068,855,2,1
1069,856,2,2
1070,857,2,2
1071,858,2,1
1072,859,2,2
1073,860,1,1
1074,861,2,3
1075,862,0,1
1076,863,2,1
1077,864,1,2
1078,864,0,1
1079,865,1,1
1080,865,0,2
1081,866,2,3
1082,867,2,1
1083,867,1,1
1084,868,1,2
1085,869,2,1
1086,870,1,1
1087,871,2,1
1088,872,1,1
1089,873,0,1
1090,874,2,2
1091,875,1,4
1092,876,0,1
1093,877,1,1
1094,878,1,1
1095,879,2,2
1096,879,0,4
1097,880,0,3
1098,881,2,2
1099,881,0,1
1100,881,1,2
1101,882,0,3
1102,882,1,1
1103,883,2,3
1104,884,2,3
1105,884,1,2
1106,885,0,2
1107,885,1,3
1108,886,2,1
1109,887,2,2
1110,888,2,1
1111,889,0,1
1112,889,2,1
1113,890,2,3
1114,890,1,4
1115,891,1,3
1116,892,0,1
1117,892,1,2
1118,893,0,2
1119,894,0,1
1120,895,0,2
1121,896,0,1
1122,897,1,2
1123,898,2,1
1124,898,0,1
1125,899,2,1
1126,900,2,1
1127,901,1,1
1128,902,1,2
1129,903,2,2
1130,904,1,2
1131,905,2,1
1132,906,0,2
1133,907,0,3
1134,908,2,2
1135,909,1,2
1136,909,0,1
1137,910,0,1
1138,910,1,4
1139,911,0,1
1140,912,1,1
1141,913,0,2
1142,914,1,1
1143,915,0,3
1144,916,1,2
1145,917,1,3
1146,918,2,2
1147,919,0,1
1148,920,0,1
1149,921,2,2
1150,921,0,1
1151,922,1,1
1152,923,1,2
1153,924,1,2
1154,925,0,1
1155,926,1,2
1156,926,0,1
1157,927,1,2
1158,927,0,1
1159,927,2,3
1160,928,0,1
1161,929,0,1
1162,930,2,1
1163,931,1,1
1164,932,1,1
1165,933,2,1
1166,934,2,1
1167,934,1,3
1168,934,0,2
1169,935,0,1
1170,935,2,1
1171,936,1,1
1172,937,0,2
1173,938,0,1
1174,939,0,3
1175,940,2,1
1176,941,2,2
1177,942,0,1
1178,943,1,4
1179,944,0,1
1180,945,1,2
1181,946,2,1
1182,947,0,2
1183,948,2,2
1184,948,1,1
1185,949,2,1
1186,949,1,2
1187,949,0,1
1188,950,1,2
1189,950,2,1
1190,951,1,1
1191,952,2,3
1192,952,0,2
1193,953,0,1
1194,954,0,3
1195,955,1,3
1196,956,2,1
1197,957,1,1
1198,958,0,1
1199,959,1,2
1200,959,0,1
1201,960,0,1
1202,961,0,1
1203,961,1,2
1204,962,1,1
1205,963,1,2
1206,964,0,3
1207,965,2,3
1208,965,1,3
1209,966,1,4
1210,967,0,1
1211,968,2,2
1212,969,0,3
1213,969,2,2
1214,970,1,1
1215,970,2,1
1216,971,0,3
1217,972,1,1
1218,973,2,3
1219,974,2,2
1220,975,1,1
1221,975,0,1
1222,976,1,1
1223,977,0,2
1224,977,1,1
1225,978,1,1
1226,978,2,2
1227,979,1,4
1228,980,2,2
1229,981,2,1
1230,982,2,2
1231,983,2,1
1232,984,2,1
1233,985,2,2
1234,986,0,4
1235,986,2,1
1236,987,2,3
1237,988,2,2
1238,989,2,2
1239,990,0,2
1240,991,1,2
1241,991,2,1
1242,992,0,3
1243,993,0,1
1244,993,2,1
1245,994,1,2
1246,994,0,2
1247,995,2,1
1248,995,1,3
1249,996,0,4
1250,997,0,2
1251,998,1,1
1252,999,1,2
1253,1000,1,1
1254,1000,2,2
1255,1001,1,3
1256,1002,1,3
1257,1003,1,1
1258,1004,0,1
1259,1005,1,1
1260,1006,2,1
1261,1006,0,3
1262,1007,2,3
1263,1007,1,1
1264,1008,1,2
1265,1009,0,4
1266,1010,2,1
1267,1011,2,1
1268,1012,0,1
1269,1013,0,1
1270,1014,0,1
1271,1015,1,2
1272,1016,2,2
1273,1017,2,1
1274,1018,0,2
1275,1019,0,2
1276,1019,1,2
1277,1020,1,1
1278,1021,0,1
1279,1022,2,1
1280,1023,0,1
1281,1023,1,3
1282,1024,2,1
1283,1024,1,1
1284,1025,1,3
1285,1025,0,1
1286,1026,0,1
1287,1027,2,2
1288,1027,0,1
1289,1028,0,1
1290,1029,1,1
1291,1030,0,1
1292,1031,2,1
1293,1032,2,1
1294,1032,1,1
1295,1033,1,1
1296,1033,0,3
1297,1034,0,2
1298,1035,0,4
1299,1036,1,2
1300,1036,0,1
1301,1037,2,1
1302,1038,2,2
1303,1039,1,2
1304,1040,1,1
1305,1041,0,1
1306,1042,0,3
1307,1043,2,4
1308,1043,1,2
1309,1044,0,1
1310,1045,0,2
1311,1046,0,1
1312,1047,2,3
1313,1047,0,1
1314,1048,1,2
1315,1049,2,1
1316,1049,0,4
1317,1050,2,2
1318,1051,0,2
1319,1052,1,2
1320,1053,2,3
1321,1054,2,1
1322,1055,0,2
1323,1055,2,1
1324,1056,0,1
1325,1056,2,1
1326,1057,2,2
1327,1057,0,1
1328,1058,1,4
1329,1059,1,4
1330,1060,2,1
1331,1061,1,1
1332,1061,0,1
1333,1062,1,1
1334,1063,1,2
1335,1064,1,1
1336,1065,0,3
1337,1066,2,1
1338,1067,0,1
1339,1068,0,1
1340,1069,2,4
1341,1070,1,1
1342,1071,2,1
1343,1072,1,2
1344,1073,0,1
1345,1074,0,1
1346,1074,2,4
1347,1075,2,1
1348,1076,0,1
1349,1077,1,3
1350,1078,1,3
1351,1079,1,1
1352,1080,2,1
1353,1081,1,3
1354,1082,2,1
1355,1083,1,1
1356,1083,0,1
1357,1084,0,1
1358,1084,1,1
1359,1085,0,2
1360,1085,1,2
1361,1086,2,1
1362,1087,1,2
1363,1087,2,3
1364,1088,2,1
1365,1088,1,2
1366,1089,0,1
1367,1089,2,2
1368,1090,2,3
1369,1090,0,2
1370,1091,0,1
1371,1092,0,1
1372,1092,1,1
1373,1092,2,2
1374,1093,2,1
1375,1094,1,4
1376,1095,1,1
1377,1096,0,2
1378,1096,2,1
1379,1097,2,3
1380,1098,0,1
1381,1099,0,4
1382,1100,1,4
1383,1100,2,2
1384,1101,2,2
1385,1102,2,4
1386,1103,2,1
1387,1104,0,1
1388,1104,2,1
1389,1105,1,2
1390,1106,0,2
1391,1107,2,1
1392,1107,1,1
1393,1108,2,1
1394,1109,2,2
1395,1109,0,1
1396,1110,0,1
1397,1110,2,2
1398,1111,2,2
1399,1112,1,3
1400,1113,0,2
1401,1114,1,1
1402,1115,2,1
1403,1116,0,2
1404,1116,1,1
1405,1117,2,2
1406,1118,1,1
1407,1119,0,1
1408,1120,2,3
1409,1120,0,1
1410,1121,0,1
1411,1122,2,1
1412,1123,0,3
1413,1124,2,2
1414,1125,0,2
1415,1126,0,1
1416,1126,1,1
1417,1127,2,3
1418,1128,0,1
1419,1128,1,1
1420,1129,2,3
1421,1130,0,1
1422,1131,2,2
1423,1131,0,1
1424,1132,2,2
1425,1133,1,2
1426,1134,1,1
1427,1135,2,1
1428,1136,2,1
1429,1137,2,1
1430,1137,1,2
1431,1138,0,3
1432,1139,2,3
1433,1139,0,2
1434,1139,1,1
1435,1140,0,1
1436,1140,2,1
1437,1141,1,1
1438,1142,0,2
1439,1143,0,1
1440,1144,2,2
1441,1145,1,2
1442,1146,2,1
1443,1147,1,3
1444,1148,1,3
1445,1148,0,3
1446,1149,2,1
1447,1150,2,1
1448,1151,2,1
1449,1152,1,2
1450,1152,2,2
1451,1153,2,1
1452,1154,0,3
1453,1155,2,2
1454,1156,2,2
1455,1157,1,1
1456,1158,1,2
1457,1158,2,1
1458,1159,1,2
1459,1160,1,1
1460,1161,0,1
1461,1162,2,2
1462,1162,1,2
1463,1163,1,3
1464,1164,2,2
1465,1165,1,1
1466,1166,2,2
1467,1167,1,1
1468,1167,0,2
1469,1168,1,1
1470,1169,2,1
1471,1170,1,1
1472,1171,1,2
1473,1172,0,1
1474,1173,1,1
1475,1174,2,1
1476,1174,1,4
1477,1175,1,2
1478,1175,0,1
1479,1176,1,2
1480,1177,2,1
1481,1177,0,1
1482,1178,1,2
1483,1179,2,2
1484,1180,2,1
1485,1181,0,2
1486,1182,1,1
1487,1182,0,4
1488,1183,1,1
1489,1184,1,4
1490,1185,1,2
1491,1186,0,2
1492,1187,2,3
1493,1188,0,2
1494,1189,1,1
1495,1190,2,1
1496,1191,2,1
1497,1191,1,1
1498,1192,2,1
1499,1193,1,1
1500,1193,2,2
1501,1194,0,2
1502,1195,1,2
1503,1196,0,2
1504,1197,2,2
1505,1197,1,1
1506,1198,1,2
1507,1199,2,2
1508,1199,1,4
1509,1200,2,1
1510,1201,1,1
1511,1202,1,1
1512,1203,0,3
1513,1204,0,1
1514,1205,0,1
1515,1206,2,1
1516,1207,0,4
1517,1207,2,2
1518,1208,2,1
1519,1209,0,4
1520,1210,0,1
1521,1211,2,1
1522,1212,2,2
1523,1212,1,3
1524,1213,2,3
1525,1214,1,1
1526,1215,1,2
1527,1215,2,2
1528,1216,2,1
1529,1217,1,1
1530,1217,2,1
1531,1218,0,2
1532,1219,2,1
1533,1220,0,1
1534,1221,0,2
1535,1221,2,4
1536,1222,2,1
1537,1222,0,3
1538,1223,0,2
1539,1224,1,2
1540,1225,1,1
1541,1226,2,1
1542,1227,0,1
1543,1228,0,1
1544,1229,0,1
1545,1230,2,1
1546,1230,1,1
1547,1231,0,2
1548,1232,1,2
1549,1233,2,1
1550,1233,1,1
1551,1234,0,1
1552,1234,1,1
1553,1235,1,1
1554,1235,2,1
1555,1236,0,3
1556,1236,2,4
1557,1237,2,1
1558,1238,0,1
1559,1239,0,4
1560,1240,1,1
1561,1241,1,2
1562,1242,0,1
1563,1243,1,3
1564,1244,0,2
1565,1245,2,4
1566,1246,0,2
1567,1247,1,1
1568,1247,0,1
1569,1248,1,2
1570,1248,0,1
1571,1249,0,1
1572,1250,2,1
1573,1251,2,2
1574,1252,0,2
1575,1253,1,1
1576,1254,0,1
1577,1254,2,1
1578,1254,1,1
1579,1255,0,3
1580,1256,2,2
1581,1257,0,1
1582,1257,1,1
1583,1258,1,2
1584,1259,1,2
1585,1260,1,2
1586,1261,2,2
1587,1262,0,1
1588,1262,1,1
1589,1263,0,2
1590,1263,1,4
1591,1264,1,2
1592,1265,2,1
1593,1266,2,2
1594,1267,2,2
1595,1268,1,2
1596,1269,1,2
1597,1270,2,1
1598,1270,1,1
1599,1271,2,1
1600,1271,1,1
1601,1272,1,1
1602,1273,1,2
1603,1274,1,1
1604,1275,0,2
1605,1275,2,1
1606,1276,1,4
1607,1277,2,2
1608,1278,0,1
1609,1279,2,1
1610,1280,2,1
1611,1280,1,1
1612,1281,0,1
1613,1282,2,1
1614,1283,2,2
1615,1283,1,1
1616,1284,2,2
1617,1285,0,4
1618,1286,1,3
1619,1287,2,1
1620,1288,2,2
1621,1289,2,3
